weather_severity,origin_congestion,dest_congestion,carrier_ontime_rate,cargo_priority_weight,days_until_eta,route_distance_km,disruption_occurred
9.663,6.4526,2.6234,0.8617,5,23.4865,8118.7917,1
3.9167,9.5968,4.1329,0.8217,4,2.9595,928.0667,1
3.0853,6.9873,5.4949,0.8489,3,23.0374,14729.2617,0
7.5938,3.1296,9.0981,0.6266,4,22.9186,6590.8143,0
6.5071,2.0303,8.6212,0.5821,3,18.5895,12689.8507,1
3.8904,7.2885,4.3987,0.9851,5,17.1376,3337.9102,0
7.1096,3.0295,7.6794,0.741,5,24.4515,3288.2893,1
6.662,7.0179,2.8319,0.9064,1,11.4273,6416.3969,0
1.6477,2.6677,7.5698,0.9508,5,15.3891,12569.8422,0
5.2636,4.169,6.5663,0.7958,2,24.2463,6863.7319,0
8.8658,6.1224,2.1447,0.7776,1,4.4199,3843.3158,1
3.9783,3.0162,9.4656,0.9558,3,12.3224,5689.6253,1
2.4208,3.5926,5.8098,0.6562,5,28.0225,7750.6816,0
1.5098,7.2777,1.9979,0.7572,3,19.9437,967.9835,0
2.8046,8.9923,1.5345,0.6399,3,27.8011,10118.3738,1
3.1206,1.6562,9.532,0.9479,1,11.0295,1526.0649,1
7.6536,9.3643,8.9877,0.7607,2,8.8447,1105.2442,0
5.5684,6.853,4.8836,0.6835,2,1.6219,1302.6699,1
8.3023,5.8077,8.7427,0.8501,1,17.0224,1256.0361,1
7.259,4.8675,4.8415,0.6106,4,4.4218,9426.9714,1
4.1661,4.0881,9.2626,0.6548,1,18.0699,3793.3253,1
8.995,8.1386,6.1124,0.986,1,26.3244,4123.8748,0
1.5099,4.947,3.5434,0.6882,5,20.0011,4041.543,0
6.4551,5.3083,2.1014,0.5838,3,28.2127,3484.9839,1
8.3208,9.0788,8.7288,0.7452,3,28.3014,11813.0219,1
6.8828,5.7416,3.4078,0.857,5,4.027,5526.2141,0
9.5551,5.3759,1.706,0.9513,5,7.6855,11257.6756,1
4.3515,8.3474,2.2777,0.9803,4,19.8473,7079.5633,1
5.4902,1.3038,3.5017,0.719,1,2.7319,12891.3264,1
1.1696,4.4433,4.9962,0.6488,4,6.3484,6750.732,0
3.7463,5.8739,4.1302,0.5614,5,22.8799,5375.1653,1
3.3628,7.7799,2.9489,0.562,5,13.5882,6699.4632,1
7.6187,1.5141,1.9829,0.7208,3,25.8969,14100.6531,1
6.1534,6.1147,5.6702,0.6215,4,14.5526,14892.8896,1
9.1694,3.5263,7.1434,0.6707,2,23.3688,4789.4613,1
1.3475,3.4684,3.4187,0.6602,5,1.3578,4949.9798,0
8.524,8.6283,4.9943,0.5576,1,14.5267,14505.3396,1
8.5989,2.9606,1.5273,0.9631,3,27.0143,8495.9941,1
4.964,3.3221,8.0806,0.6642,4,4.6895,9639.9036,1
6.5615,1.4462,2.03,0.5669,5,25.9565,8908.4154,0
7.4562,1.5473,7.4309,0.664,3,1.4674,12751.4981,1
5.864,1.4026,3.1123,0.598,5,13.8706,7910.015,1
3.9321,4.3422,8.4042,0.733,4,26.3997,2574.6525,1
8.0935,4.0149,4.6732,0.8369,4,28.3319,4763.914,0
4.3147,3.6179,2.3506,0.8101,1,18.6621,12216.4961,0
8.0279,5.5736,6.2334,0.7014,2,11.9864,8948.9506,1
2.3507,7.8635,6.8429,0.9703,2,17.3967,14968.288,0
7.6056,5.8507,2.0912,0.9365,1,18.606,10058.3675,1
3.8525,2.7552,6.1772,0.9509,3,8.0491,11630.8295,0
5.1024,7.7337,2.0388,0.6561,4,11.4946,5603.7768,0
9.2317,6.88,6.447,0.7475,4,7.6631,12503.406,1
9.3315,3.2045,9.1834,0.8466,2,18.5608,12039.9113,1
2.0617,4.6765,5.5452,0.6153,4,19.3463,11703.3521,1
8.8877,1.1396,2.0871,0.6659,5,21.6301,7312.9739,1
8.8251,8.5047,1.2154,0.6235,1,4.839,13069.7598,1
9.1383,4.1893,4.6209,0.7951,3,4.4519,13512.6817,1
6.3233,6.5497,9.9472,0.5699,3,28.5477,13704.7763,1
7.6663,4.9212,7.8189,0.8581,2,21.9875,9048.5929,1
5.5844,2.3703,1.0701,0.8109,4,12.0019,6859.5121,0
6.2927,9.5029,1.8721,0.6808,3,2.4004,8006.3258,1
5.5741,9.3524,3.5673,0.719,2,28.6519,1108.0492,1
8.9415,7.5789,4.8748,0.6724,5,10.1167,5536.5114,1
3.5906,5.3797,3.0127,0.6245,3,29.6754,11425.2977,1
6.9979,2.269,2.8616,0.9191,2,1.7932,13586.8489,1
5.8585,8.1909,1.06,0.9163,1,11.7167,4586.6441,1
4.8385,5.0034,2.1356,0.7497,1,21.7713,13828.1632,0
8.9999,5.4393,1.7818,0.6102,3,22.2174,2188.7083,1
1.7116,8.1399,7.5463,0.6939,5,10.7248,7075.2288,1
7.0487,1.6668,7.1914,0.9426,1,13.568,14019.336,1
3.8577,8.5729,6.9502,0.9361,1,28.5263,9595.6332,1
6.2771,8.849,2.9819,0.6361,4,5.3916,12301.0984,1
3.5434,2.7872,8.8828,0.9684,2,1.0927,1475.2884,1
2.8769,2.603,4.7634,0.6658,4,19.2998,3903.3789,0
5.7742,9.589,8.901,0.9199,3,20.3713,7608.2186,1
6.3806,5.8907,3.6588,0.6463,3,13.1682,6984.0072,1
4.8238,2.5857,9.6068,0.8407,3,21.2121,10719.8726,1
5.3536,8.2425,5.4026,0.7313,2,1.8399,4384.8961,1
8.6589,4.6811,6.0603,0.6922,3,12.9256,12230.9429,1
3.3463,1.4917,5.3695,0.6463,1,9.9468,6442.2674,1
2.4988,2.8558,6.6276,0.9671,5,18.7118,2373.6223,0
9.5525,1.1901,4.4127,0.8934,3,27.4546,11619.2097,1
6.8944,5.6678,4.2589,0.6373,2,25.3063,6235.1312,1
3.6117,2.4526,4.3649,0.7319,5,22.2667,14130.2,1
1.1803,9.4632,1.9227,0.7251,4,2.2263,4604.801,0
6.684,7.1926,1.304,0.88,4,20.003,2402.3012,0
3.43,1.7642,1.665,0.8677,4,1.5845,11268.4538,0
9.2708,1.86,6.2938,0.7221,5,25.9198,11879.1905,1
7.6914,3.7194,5.1302,0.5939,5,14.6706,4722.9605,0
9.702,6.049,5.3501,0.9494,5,15.6912,6044.9209,1
7.548,9.5631,7.8643,0.8644,4,7.4978,14640.2636,1
3.089,4.3284,6.0684,0.8328,3,5.1694,9633.7505,1
6.048,2.8691,9.4788,0.8111,1,5.0986,9439.0828,1
7.5073,6.0998,3.0919,0.8877,3,12.9439,11237.4114,1
1.3286,7.201,6.3886,0.9334,3,21.0215,11448.05,0
5.9103,3.8171,6.8681,0.6916,4,15.9185,12950.4672,0
1.7329,1.9454,7.2933,0.7153,1,5.7007,11348.1571,0
4.9384,9.7472,1.3516,0.7366,2,19.1588,8106.5419,1
8.8679,4.7633,1.0833,0.6017,3,21.8783,13263.2798,1
3.9015,9.0059,6.0743,0.623,3,16.1743,3464.6967,1
7.4303,5.6744,3.2612,0.7537,3,27.8853,10941.8887,1
2.2181,5.7194,8.4647,0.5543,4,6.1975,7322.1548,1
1.0504,7.3132,2.7934,0.5913,4,10.6,1386.0629,1
2.4081,4.1541,6.0324,0.6495,1,27.9085,4481.4189,1
8.8128,6.2602,3.7518,0.8248,4,28.0949,8636.1283,1
2.8233,6.3338,1.9268,0.6452,2,8.6252,1983.6708,1
6.2859,7.8945,3.9714,0.8897,5,18.5385,14516.5539,0
6.543,9.1831,2.8838,0.5512,2,29.6835,1824.4049,1
2.3184,2.4834,8.8715,0.6923,1,4.9723,12204.8986,1
5.2452,3.723,7.8401,0.6559,4,11.942,6090.183,0
3.8059,5.6979,5.7762,0.9386,2,28.7054,14209.604,0
7.4021,8.5589,6.0444,0.7656,3,20.8757,8589.6237,1
4.1336,1.2277,4.2912,0.7551,3,22.1263,3599.8094,0
9.9811,9.4547,4.4421,0.6288,1,6.6792,5734.375,1
6.2757,3.9561,9.1994,0.953,5,27.7254,9298.229,0
3.4746,5.3086,1.3953,0.856,3,8.951,1329.7915,0
1.2738,7.4623,5.2373,0.8173,4,15.2187,7365.002,0
7.7553,8.2669,1.3437,0.5627,2,21.4635,3065.1613,1
1.7454,8.5066,2.0748,0.7451,1,10.1129,12939.4094,1
8.6732,6.8959,7.6371,0.6964,3,27.0344,2953.5964,1
7.4992,4.2963,1.1275,0.8424,4,25.2938,10209.797,0
8.4254,5.5137,7.5606,0.5869,4,2.2907,9323.6709,1
4.6833,6.7177,8.5791,0.9641,3,8.9391,5584.9293,1
6.1136,7.2666,6.0957,0.7537,1,27.6223,3146.2641,1
3.8575,6.6396,1.181,0.6245,1,7.3082,5930.6786,0
7.5185,3.2206,8.5358,0.8326,2,22.6748,11202.6018,1
4.4138,3.5837,3.5107,0.7986,4,7.5529,3229.5567,0
2.594,3.6544,7.278,0.6664,4,11.2994,5772.3914,0
5.7074,8.4655,7.1834,0.625,5,12.1847,8300.2574,1
7.3197,4.1223,8.2982,0.9004,2,10.9233,14543.1116,1
7.6882,3.4206,5.6195,0.6427,2,14.563,955.9967,1
6.925,2.6778,2.2583,0.8082,3,17.3493,10045.4197,0
3.9013,1.9415,4.23,0.9465,2,13.2208,5353.3309,0
1.9019,9.2183,3.7565,0.7554,2,22.8093,6865.6263,1
6.3422,7.2505,7.5786,0.7584,2,8.3247,5911.6143,0
7.107,3.7016,9.7369,0.9361,5,4.1278,6675.4663,1
6.1974,6.3377,2.4762,0.6232,3,26.7113,14495.9164,1
2.7862,9.7518,7.7667,0.6072,3,23.8685,1280.1014,0
8.1358,2.2731,4.1149,0.7242,4,1.0245,2638.6196,1
3.7115,1.7234,3.1257,0.6395,1,21.9999,2735.0001,1
7.9805,1.0445,2.434,0.594,5,20.9168,10632.3064,1
7.0159,8.4821,7.356,0.8857,1,12.2396,5116.1721,1
4.599,3.944,3.5488,0.8469,4,18.3112,8244.67,0
7.0289,9.732,1.2421,0.9397,2,23.2675,5852.4222,1
8.4091,6.4951,7.7652,0.9524,2,5.0043,3225.573,1
4.9186,4.0563,6.8864,0.7373,3,10.0217,10291.4575,0
3.3492,9.5952,2.6157,0.7252,5,25.1927,7241.3792,0
7.1746,1.9126,8.7622,0.9036,1,5.6656,2366.7229,1
7.1767,1.1043,6.8844,0.8449,4,23.3694,4892.8404,1
6.7071,6.4327,8.2218,0.7481,3,23.6491,10824.3404,1
9.7459,2.005,2.6096,0.7366,4,26.2391,1660.1321,0
9.5338,7.3681,3.3205,0.7766,5,22.1012,7097.3457,0
3.5354,2.094,5.4066,0.7115,5,20.9052,4158.7387,0
3.6653,8.3725,5.8847,0.6286,3,13.0947,6978.1672,1
1.3205,2.0051,7.5871,0.7838,4,8.2102,1718.6795,1
7.5411,6.6963,4.8799,0.6709,4,20.9808,4039.4602,1
8.5143,7.5942,5.712,0.7517,1,10.4711,1055.167,1
7.5143,8.3123,1.9101,0.7756,1,10.7954,9732.7455,1
4.6067,2.6554,7.7209,0.8675,1,25.2687,6784.8116,0
2.7248,3.3488,3.7288,0.7762,2,21.1335,1208.0527,0
2.9369,9.4193,3.4731,0.8531,2,9.0288,10235.8748,1
9.1877,7.1039,3.4541,0.7292,1,23.6795,10029.5854,1
5.162,8.1123,6.7137,0.5927,2,1.5241,5206.8281,0
3.5905,7.4083,8.4428,0.8087,5,10.5338,6141.0729,1
1.1131,4.0654,4.1173,0.7455,4,25.7763,7735.1324,0
2.5301,4.5106,4.6264,0.8407,5,29.064,9655.0689,0
4.1077,2.868,9.8638,0.7124,3,22.7749,7046.7382,1
2.4031,6.2644,6.6184,0.7986,4,29.8789,839.421,0
6.008,5.4168,3.1125,0.9553,2,11.9744,14257.8768,0
4.5617,2.9017,1.9957,0.6773,2,23.2394,14773.5493,0
5.9506,4.1682,2.9598,0.9462,3,10.2627,5766.0329,0
8.9628,9.6422,7.8558,0.6898,5,16.4427,3763.9386,1
7.8115,3.5766,9.321,0.6191,2,12.6016,548.392,1
7.8664,6.9057,7.1502,0.5933,5,19.94,14626.5872,1
6.7278,6.5699,2.2471,0.8228,1,18.3875,11116.1459,0
3.9252,3.2495,6.1238,0.7576,1,28.6035,829.433,0
8.1089,4.5041,5.602,0.6349,2,14.2753,10984.3716,1
5.2495,7.4151,2.7981,0.6084,1,26.9389,3501.6054,1
3.2054,6.4292,9.9074,0.9006,4,15.5062,2111.7808,1
3.9813,9.2814,2.4334,0.7534,1,1.1996,968.6772,1
8.8036,9.9598,8.7595,0.581,4,28.7697,13308.6771,1
7.4422,6.4628,9.9029,0.8645,4,14.9434,11027.4604,1
4.5856,8.4008,7.9189,0.7099,5,19.2488,6880.6642,1
1.9326,8.6236,7.8215,0.8051,1,21.9378,5813.7353,1
2.2776,3.1876,5.3433,0.6664,3,19.619,1574.0086,0
5.4242,3.2026,3.34,0.6799,4,10.5892,7030.4543,0
3.4777,1.3217,2.2602,0.7796,1,7.4096,5877.3412,0
3.621,9.5031,2.4247,0.8289,4,21.6793,10262.5414,1
8.2468,2.157,6.467,0.928,3,19.4661,906.0682,1
3.7266,6.2581,3.3348,0.8673,5,12.7695,9467.6699,0
4.0979,2.4029,8.6735,0.6883,3,11.9614,13928.1934,1
8.837,5.3385,5.356,0.7171,1,10.9286,4984.9701,1
3.5048,8.0021,8.1035,0.836,3,15.4649,8756.4159,1
1.1098,7.7163,8.3701,0.8966,2,22.5,5771.6248,0
6.6376,9.5683,5.5667,0.6694,5,25.5516,8297.0718,0
8.1813,5.0197,5.7065,0.6577,2,21.0013,9936.7046,1
7.2067,5.1046,1.3621,0.818,5,9.0468,11275.1015,1
9.2572,9.1553,2.1929,0.6832,2,7.6,8992.3222,1
5.1784,5.8324,8.0327,0.6903,1,6.6963,2187.8927,0
2.7766,5.8813,2.9349,0.7644,5,1.2785,6731.4569,0
7.4798,4.9838,6.7836,0.8091,5,22.9107,14887.4465,1
4.6645,3.4367,6.6802,0.6946,4,15.9118,14295.8176,0
8.8053,3.2412,3.4776,0.797,3,19.1517,2116.3158,1
2.6396,1.0587,9.0403,0.7742,4,5.7308,1450.6124,1
3.7418,9.3277,4.9888,0.8307,5,24.8542,3307.1348,1
3.0862,3.7648,3.7485,0.8872,4,3.9846,4850.8906,0
6.1391,2.3914,2.4075,0.8872,2,25.7184,9346.7868,0
9.6104,9.8304,6.8814,0.897,3,7.633,4311.4035,1
8.51,4.3371,3.7561,0.8698,3,14.0415,6666.8197,1
4.7541,7.86,4.6367,0.9762,3,19.728,2528.9891,0
3.4679,8.3668,2.8199,0.8413,3,9.5491,5915.3902,1
8.1183,3.9312,6.0398,0.6378,2,18.9091,6881.4957,1
1.6698,2.4438,7.5056,0.9643,5,14.6263,14581.431,1
6.9348,7.1902,9.18,0.7643,3,29.6209,8998.6583,0
1.505,4.0842,5.8411,0.7428,3,4.2199,2447.1286,0
3.9209,7.9772,4.724,0.6168,2,18.1044,8824.2777,1
4.9444,3.9506,5.9193,0.8407,5,16.3998,4725.5811,1
7.9489,1.612,8.0731,0.863,3,28.7588,5737.8294,1
7.7255,2.9333,3.8914,0.6502,3,10.6574,10326.1976,1
3.2982,7.7289,1.2082,0.6024,4,13.3926,12187.9398,1
8.4851,1.5426,9.9068,0.7143,5,13.679,965.2183,1
8.1845,8.1112,5.4281,0.8029,1,22.2986,8696.9487,1
8.0253,5.7859,8.1873,0.9224,1,17.6438,7292.4785,1
2.718,1.6578,7.1556,0.9098,4,14.0874,13267.8385,0
6.854,1.6572,6.8306,0.6995,5,23.6523,11222.1499,0
9.0046,4.6132,3.6443,0.8244,4,1.5473,3765.8341,1
3.3297,3.006,7.0708,0.6937,4,19.9548,3404.8075,0
9.3282,9.0392,7.4341,0.8038,2,23.4168,3489.0905,1
1.236,6.4173,8.6023,0.893,5,11.1071,1504.3698,1
9.3562,6.9235,2.8153,0.6218,3,7.7564,13838.2348,1
1.2457,8.8987,9.4995,0.6042,4,1.7373,13079.2254,1
2.8773,1.4429,4.9469,0.6374,4,18.1163,2307.4151,1
5.5603,6.2047,5.6485,0.6217,2,4.4904,7592.0722,1
7.7471,3.8519,2.7188,0.9835,5,11.4359,4201.6258,1
5.1126,1.0653,8.2307,0.7261,1,11.2858,14213.1109,1
4.9073,8.6303,3.7062,0.9899,1,19.8625,12247.4566,1
1.1427,9.6781,7.5667,0.9448,1,5.0813,4110.4728,1
2.1515,2.4018,7.2556,0.8854,1,18.2899,3542.4712,0
3.6378,6.558,8.4093,0.7345,2,28.1525,14496.8527,1
8.2929,2.6345,8.9117,0.5981,2,1.8694,3459.115,1
4.3587,8.5728,6.5972,0.5625,1,10.6159,13387.8965,0
8.8483,9.2222,1.4185,0.7159,5,21.9532,2961.2333,1
4.138,3.0043,4.7789,0.5792,4,14.4686,6518.6142,1
4.9637,8.7122,8.2848,0.5503,4,14.6151,13591.8028,1
6.9074,4.2902,6.5225,0.8652,4,15.2912,12550.7956,0
2.1325,5.6326,8.249,0.6127,1,22.5524,10900.387,1
6.5351,3.248,3.256,0.8712,3,10.5301,14622.3728,0
5.6793,6.1945,8.9522,0.8844,2,10.5104,5934.1751,1
7.6277,8.6567,7.7314,0.9019,1,24.0317,14703.194,0
6.7117,8.5184,3.1405,0.7246,1,17.5905,7515.7505,1
6.6584,8.3529,6.1948,0.7489,2,14.1426,4310.6673,1
7.7046,6.8991,5.6304,0.6984,2,8.4032,12201.3332,1
5.9401,6.9692,7.0121,0.7006,5,8.623,11838.3369,0
1.2287,5.8899,1.8513,0.979,1,4.4881,10834.0826,0
4.1286,5.0731,5.9797,0.9634,5,6.2958,12390.386,0
5.5981,2.2754,7.1252,0.8914,2,22.269,5632.0792,0
2.3659,8.7393,5.7254,0.9021,3,16.6443,10558.5738,1
2.5008,2.4287,7.1236,0.8294,5,7.5615,13994.4087,0
5.8674,9.5962,4.8161,0.639,1,28.8126,14259.0371,1
9.1086,9.7481,9.0437,0.7559,2,21.9249,4849.9015,0
7.3751,7.0131,2.8788,0.8727,5,28.819,1358.7223,1
2.2941,8.402,7.8813,0.9051,2,12.3459,2811.9237,1
6.3227,3.2372,4.1537,0.6496,3,5.0728,6320.8877,1
6.2734,7.0509,2.8525,0.6127,3,23.057,656.151,1
3.8004,1.9235,6.6569,0.7573,4,9.6658,2310.5351,0
5.0893,1.6336,9.8109,0.9506,3,26.3818,14267.5747,0
8.5418,3.2991,6.6421,0.7374,2,26.411,10525.8354,1
7.8261,3.0217,1.9275,0.9889,5,28.8323,13043.7335,1
8.6497,5.4508,7.3144,0.7403,1,19.5037,13044.925,1
7.5165,3.4828,3.265,0.7734,4,20.3424,4143.1115,1
1.1163,7.4179,5.3699,0.8077,2,18.1414,10151.6131,0
8.0283,7.3768,6.046,0.9185,4,18.5922,13120.7052,1
1.3789,1.9702,8.5439,0.8328,1,17.6931,2203.3638,1
4.2463,7.0535,9.1341,0.7356,4,21.8304,1078.0414,1
4.9622,5.1467,8.7707,0.5664,4,24.5817,9607.7161,1
7.0216,1.2308,6.1024,0.5606,3,3.8653,13849.7105,1
7.5615,8.6449,3.2816,0.9101,3,11.219,14501.0346,1
8.0534,3.9206,7.2919,0.8293,2,7.072,11676.7291,1
3.8969,4.6119,4.1369,0.9088,4,25.8427,5339.5674,0
7.6587,8.5261,3.0481,0.9146,1,27.511,1811.271,1
6.5962,6.7553,7.8091,0.6389,4,11.1672,12185.5137,1
7.7929,9.6338,3.9048,0.5991,5,10.0053,7838.7295,1
3.6658,6.0393,2.6012,0.8221,1,6.76,1812.8622,0
8.8924,4.6417,3.3703,0.865,5,11.2602,2428.9681,1
8.6051,7.6265,8.8882,0.9013,5,17.5331,1692.0682,1
4.9828,1.367,5.9319,0.8437,3,1.7644,3754.7947,0
2.9708,8.8762,4.9632,0.9071,2,1.3601,4033.3629,0
6.51,8.5414,4.7307,0.7925,5,6.5749,3197.8416,1
4.5966,6.1791,9.1211,0.7203,3,21.4956,14737.7848,1
3.372,4.3321,9.1005,0.9622,3,16.6707,1617.0865,1
3.895,8.447,7.3219,0.9,5,4.7342,14724.6599,1
5.5671,5.2816,3.8214,0.9052,5,7.6069,5550.9704,0
9.7884,8.3897,3.0157,0.6684,1,14.3469,6849.1288,1
1.5819,9.9621,1.199,0.7473,1,26.9794,7411.0835,1
1.574,4.1897,9.5926,0.6715,3,28.4732,11052.5273,1
5.4173,7.338,9.4847,0.9839,2,20.1922,4992.4665,1
3.7419,3.0931,8.1857,0.7735,4,5.1828,8324.3829,1
3.8301,1.061,6.4863,0.8633,3,18.036,11732.0033,1
1.5727,4.7234,2.4509,0.6356,5,23.4383,14849.0577,1
1.2654,9.3594,7.558,0.696,1,28.4383,8823.0419,1
4.4871,4.6682,7.2677,0.6109,3,6.3067,5012.3331,1
4.8732,3.2681,1.8166,0.6646,2,7.5726,14791.7223,0
4.0575,7.7663,5.7148,0.559,5,2.7661,8578.3616,1
1.8594,1.0156,9.8662,0.5555,3,12.1579,900.9766,1
6.0703,8.7342,9.6014,0.6329,5,15.4478,8260.6029,1
1.8727,7.1486,2.392,0.7146,2,26.8517,10742.3297,0
2.5974,2.3396,8.371,0.5634,1,28.1235,13379.3864,1
2.0825,9.4082,9.4153,0.5974,2,18.1131,2927.087,0
2.7384,2.3973,6.5187,0.6985,4,27.9296,8445.7163,0
5.0314,2.0474,5.9902,0.6989,3,5.1001,14425.6124,0
8.1465,1.3743,1.5276,0.9822,4,24.5163,13690.1869,1
8.5516,1.889,5.6786,0.8419,3,27.4441,8663.4521,1
5.6951,7.8123,6.7888,0.6743,2,13.9892,3371.602,0
4.8369,4.9162,1.7415,0.5605,1,10.3239,7519.5151,1
5.4785,8.0772,3.5847,0.851,1,16.299,1103.6719,1
3.7641,6.2872,9.1025,0.7888,3,22.4385,8247.2359,0
3.7265,2.6942,9.6777,0.5731,4,22.4177,8097.7744,1
4.3374,7.2926,9.196,0.5934,2,26.8783,10829.9534,0
2.8325,2.8606,6.7638,0.5569,4,6.9749,10496.148,1
1.0426,3.1635,8.3227,0.9158,2,29.6255,12485.2971,1
8.5401,1.4028,2.275,0.6583,3,26.5764,6631.1887,1
8.7737,6.6357,2.8439,0.9366,3,12.8669,648.2973,1
4.3942,8.5837,2.7055,0.8929,3,18.4038,9584.7879,1
7.264,5.0422,6.9667,0.6481,1,4.3431,13582.1485,1
2.6502,3.9464,9.4915,0.6629,4,9.2594,4653.3649,1
3.3535,7.8489,4.5542,0.9397,2,28.5561,8543.8748,0
2.144,9.96,5.2206,0.5981,2,2.1029,6126.9258,0
7.2426,1.6066,4.9235,0.7132,2,13.8187,11652.3352,1
5.5326,9.7706,7.9169,0.869,1,17.4952,14254.5465,1
9.5537,9.2966,4.1511,0.6383,1,12.348,2719.914,1
1.5728,2.6557,2.7491,0.8395,4,1.734,6887.6922,0
6.4149,3.5903,2.4499,0.7907,3,2.6447,10429.061,1
5.8085,6.5673,2.5292,0.9604,3,2.1145,13572.0344,1
1.0531,1.0308,1.5258,0.7205,5,4.4696,3755.5121,0
6.0727,1.6653,6.8398,0.9508,5,19.6989,4595.7925,0
5.047,7.7326,7.1459,0.8195,3,29.4238,9732.1148,0
9.0872,5.088,8.915,0.6485,3,19.4757,3028.1208,1
9.9923,8.9374,4.3127,0.5592,3,5.1755,7169.015,1
5.8735,3.0429,4.6201,0.9197,3,7.0349,6383.9892,0
5.1452,5.0708,9.5714,0.7539,3,10.4543,6283.8044,1
2.8532,2.9526,2.7187,0.6356,5,11.539,7218.951,1
8.1287,4.3733,3.7621,0.7228,4,4.1509,9957.4429,1
8.496,7.9712,6.6124,0.5724,2,10.7928,13403.9075,1
9.4341,4.8861,9.4888,0.5605,2,12.1931,10171.4063,1
7.7137,6.0703,2.4027,0.7268,2,5.3698,5089.115,1
7.6462,7.8636,5.3802,0.8186,5,16.3871,9607.2415,0
1.8736,1.5882,1.1932,0.9549,1,10.6138,1804.2311,0
4.2103,7.6923,9.6216,0.6853,1,11.5253,13684.0613,1
8.4543,5.2758,7.3324,0.6775,1,24.2677,2817.2799,1
2.4693,2.066,9.1921,0.7303,5,17.0173,7308.7313,1
7.2097,9.1329,9.7851,0.8421,2,27.3664,1907.4995,0
8.9221,5.2553,5.2919,0.8875,5,20.9555,12360.2997,1
6.264,2.6365,9.0459,0.9769,5,10.971,5426.7614,0
4.3297,2.5951,6.6163,0.848,2,4.2182,14057.9187,0
2.7742,6.708,3.6311,0.8988,1,11.2866,14761.7783,0
6.5968,6.3129,9.9253,0.7107,3,6.5687,4563.5647,1
9.2433,5.4065,9.1523,0.5729,2,21.3149,4315.1442,1
4.0377,3.4555,9.9559,0.8389,1,10.6546,954.9202,1
9.3389,1.0961,6.1629,0.6832,2,27.2315,6010.2455,0
7.0471,7.2717,4.0207,0.9034,4,12.8087,5460.866,1
7.4721,5.9714,5.3995,0.6673,4,27.6445,1729.5319,1
3.8675,5.5791,2.0217,0.9067,1,8.0459,3068.0547,1
6.1472,3.1325,1.7865,0.5832,1,22.3586,5446.4547,1
1.6334,6.2448,9.6908,0.9764,3,23.7978,2034.5747,1
7.3373,2.7957,7.7146,0.5857,1,21.8294,1827.9959,1
7.1704,2.892,7.4528,0.7202,5,6.5865,12354.4885,1
5.4577,7.3565,5.2229,0.8719,5,26.0852,1388.362,0
1.0568,2.5827,2.7795,0.6133,5,17.6876,3245.511,1
7.855,2.6938,8.6375,0.8828,2,5.7103,9711.8054,1
6.414,5.5599,3.5686,0.7377,3,22.3279,8192.9873,0
9.7133,3.265,7.7887,0.5784,1,15.3238,13589.0552,0
7.8009,4.8709,7.0663,0.9454,4,1.348,11291.8961,0
6.2932,9.247,4.2533,0.8497,1,17.5068,11043.6594,1
4.223,8.2987,4.334,0.6821,4,10.0908,14986.9127,1
6.2851,1.3843,4.1761,0.7546,4,10.4067,12045.649,0
4.6292,8.8181,5.1795,0.6172,4,13.1683,854.9574,1
3.8505,9.9079,6.6897,0.7257,1,13.5971,12352.3696,1
2.3593,9.5144,2.9529,0.5572,4,5.3471,5391.0707,0
4.5301,3.7317,9.5968,0.7917,2,6.5084,9298.9625,1
4.916,8.6644,5.3861,0.8429,3,28.8817,1470.1381,1
5.2903,3.6039,3.1164,0.9651,2,13.074,688.0301,0
2.4274,6.6741,7.1565,0.7388,1,18.3744,8179.7324,0
4.3602,7.1966,2.1532,0.7987,4,2.8306,6982.634,0
2.8851,3.9358,3.1009,0.9336,3,19.3823,13576.6797,0
3.5248,4.0668,8.1444,0.8573,2,28.9987,11833.1293,1
9.2024,7.3729,6.4845,0.9079,2,15.169,7311.4119,0
5.5986,1.8602,7.7517,0.8244,1,16.3478,7208.9943,0
9.5243,7.5504,1.6023,0.7214,2,23.9472,4505.0503,1
8.63,1.5312,3.2193,0.8286,3,11.3289,9499.4616,1
8.0532,9.61,5.3623,0.6882,5,6.8017,12255.5646,1
9.3134,6.4457,3.6606,0.5766,2,16.1816,7809.8741,1
4.3841,7.3058,8.6743,0.6812,2,5.1777,866.6136,1
7.8614,1.7084,5.1845,0.9503,2,13.9539,6039.2821,1
4.9973,3.8268,9.4321,0.7506,2,21.4826,7073.3355,1
2.1568,9.605,2.1152,0.9318,5,14.8359,2555.4162,1
4.3753,1.2292,4.9083,0.6925,2,10.4717,12623.0632,1
3.5462,6.0906,6.1168,0.9386,1,21.9605,10848.1298,0
9.3425,2.2592,1.9203,0.6219,2,3.6639,5724.5955,1
1.7304,4.0922,1.6262,0.7262,1,16.2157,9806.3713,0
2.3949,8.4056,8.3293,0.7473,1,23.1202,13095.6433,1
1.5086,7.1517,1.218,0.8329,2,14.8821,1111.5502,0
9.5497,9.5898,2.2391,0.6906,4,22.9229,10218.8135,0
7.8898,5.43,7.0268,0.8567,5,2.9709,3401.8038,0
3.0656,5.4232,4.1444,0.5855,3,15.7653,12521.0318,1
2.3703,1.0661,6.6491,0.824,3,17.1316,7907.7545,0
2.8143,6.4686,4.0104,0.6939,3,12.3863,9931.7082,0
